contract_id,sim_to_Affiliate License-Licensee,sim_to_Affiliate License-Licensor,sim_to_Agreement Date,sim_to_Anti-Assignment,sim_to_Audit Rights,sim_to_Cap On Liability,sim_to_Change Of Control,sim_to_Competitive Restriction Exception,sim_to_Covenant Not To Sue,sim_to_Document Name,sim_to_Effective Date,sim_to_Exclusivity,sim_to_Expiration Date,sim_to_Governing Law,sim_to_Insurance,sim_to_Ip Ownership Assignment,sim_to_Irrevocable Or Perpetual License,sim_to_Joint Ip Ownership,sim_to_License Grant,sim_to_Liquidated Damages,sim_to_Minimum Commitment,sim_to_Most Favored Nation,sim_to_No-Solicit Of Customers,sim_to_No-Solicit Of Employees,sim_to_Non-Compete
PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,0.41387063,0.42651683,0.20297351,0.36035135,0.19742201,0.25599542,0.39006546,0.28422734,0.30396593,0.365503,0.45896414,0.38508242,0.46245492,0.3378753,0.33505738,0.42343968,0.5413523,0.3348372,0.39900416,0.35147837,0.34831074,0.23239067,0.38742864,0.34144643,0.29868674
PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,0.5201887,0.51393175,0.1690563,0.5609386,0.19129607,0.35665825,0.4818815,0.47458434,0.542395,0.509691,0.4346643,0.4042398,0.44701338,0.4303075,0.34905976,0.49184906,0.43324354,0.46268338,0.5520736,0.350859,0.38319403,0.3155583,0.4592204,0.3754071,0.43812925
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement,0.38903332,0.3758735,0.1745873,0.38350004,0.28175545,0.33151743,0.4474064,0.40126526,0.4704731,0.34397435,0.3815595,0.38814184,0.4503951,0.33303624,0.34197068,0.3807329,0.2884763,0.33981112,0.37589645,0.30324355,0.4096601,0.28545848,0.32971764,0.35063687,0.3853721
PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,0.40535676,0.4158687,0.24865487,0.38848913,0.2595591,0.3338433,0.43065634,0.40205368,0.39969122,0.5049825,0.60780203,0.35058048,0.55771065,0.44837436,0.36024088,0.39634392,0.37362176,0.44676244,0.3832056,0.36180452,0.39962387,0.2857124,0.4424119,0.47671622,0.32361498
ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,0.37655818,0.42758164,0.3096098,0.53009915,0.38019034,0.46780294,0.48824075,0.46350878,0.4371476,0.52140945,0.6742336,0.47047395,0.6291845,0.39449644,0.41946366,0.43805763,0.29970515,0.5481042,0.44435585,0.45956874,0.4368961,0.43816334,0.48880935,0.6141528,0.3373378
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement,0.32266742,0.3874672,0.25392276,0.39434963,0.2624867,0.3951852,0.47993702,0.5033331,0.3383214,0.43101704,0.61173266,0.41088092,0.5314499,0.3956784,0.32401642,0.4100618,0.40508446,0.5538904,0.4305598,0.38381773,0.37710413,0.29053974,0.46235442,0.5710474,0.2761749
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement1,0.46192557,0.40685672,0.1310854,0.5098856,0.40522376,0.51146156,0.42972973,0.4849515,0.4467345,0.49816602,0.43677652,0.41865033,0.38260108,0.4288306,0.46612808,0.5226513,0.39593548,0.47159868,0.44601548,0.38577202,0.45830858,0.47965932,0.61423707,0.3953147,0.40899995
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement2,0.39667195,0.3956983,0.12823279,0.46159697,0.17291605,0.3334356,0.3768401,0.34583992,0.53489125,0.47591513,0.36909086,0.40434378,0.34195343,0.3792265,0.26274103,0.48833328,0.3179737,0.4237636,0.38028958,0.25956404,0.4396681,0.24487826,0.38882715,0.32836092,0.36016685
PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3,0.25401288,0.25623307,0.4832778,0.31020275,0.11775173,0.21058765,0.23090422,0.24032992,0.4087907,0.29170474,0.459041,0.31171948,0.2531798,0.3358478,0.16897702,0.31053618,0.26642746,0.3199944,0.31573948,0.11570017,0.31269914,0.13849548,0.28064293,0.3037061,0.30986014
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1,0.19820698,0.29254633,0.17289278,0.31313443,0.2657516,0.26187867,0.36181206,0.35770804,0.28231317,0.47273356,0.35909033,0.33140486,0.3682937,0.1993392,0.3027441,0.31358832,0.20427784,0.39708576,0.38193867,0.22961584,0.25548598,0.17792138,0.3077,0.27077246,0.16485919
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,0.35029736,0.3837176,0.18260498,0.41344982,0.366224,0.377101,0.39781493,0.48288873,0.447541,0.43947387,0.53265566,0.37760797,0.4070707,0.40089348,0.36154014,0.41890252,0.28568655,0.502544,0.48934704,0.3653358,0.3589579,0.25527436,0.5359452,0.56253946,0.34352893
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,0.30992752,0.2962612,0.3373175,0.41623652,0.20607406,0.38357258,0.46188766,0.39913917,0.32365352,0.46243468,0.6300657,0.33027884,0.5346354,0.41897595,0.3486883,0.34868023,0.265981,0.52152276,0.4251327,0.46265233,0.36123145,0.28714406,0.44263822,0.49132678,0.28225762
PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,0.3908671,0.49807566,0.15163383,0.4455701,0.19525437,0.34630215,0.426515,0.45273587,0.48140028,0.49054968,0.37380534,0.33812934,0.38398403,0.43364218,0.3910046,0.45095065,0.26542798,0.4089683,0.44568688,0.29622725,0.4362619,0.29425567,0.4314137,0.38047436,0.45361853
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,0.4459493,0.3421473,0.17672248,0.40934372,0.2467179,0.27081951,0.46183893,0.38385707,0.36617362,0.34892684,0.4544208,0.3052656,0.42810315,0.4425479,0.37443632,0.32237232,0.3261037,0.44784963,0.3851109,0.32652205,0.34786046,0.2439504,0.3875613,0.4188438,0.42773443
PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,0.43668973,0.406671,0.23919109,0.4520623,0.2995267,0.28547686,0.4884459,0.49402723,0.37407988,0.40754294,0.46843788,0.31294742,0.40813363,0.4032314,0.34805954,0.41406852,0.36941293,0.53138095,0.4326499,0.32729948,0.4169985,0.3503514,0.36387873,0.48183417,0.45975995
PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement Agreement,0.41094935,0.421113,0.18672518,0.5768436,0.25116777,0.38314992,0.47787562,0.42160028,0.43252084,0.4498501,0.37539047,0.40964842,0.4249554,0.3106858,0.46751356,0.5124457,0.40839946,0.40952295,0.42452675,0.34155458,0.45635155,0.3506394,0.48494974,0.36767995,0.38780445
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,0.41022936,0.50989157,0.23657955,0.5677543,0.360439,0.40487933,0.39476436,0.371629,0.53756726,0.43719456,0.4825347,0.5412125,0.4977852,0.45664132,0.43074173,0.47988337,0.26297835,0.5164077,0.54813147,0.2674398,0.41689378,0.35796908,0.4330406,0.40920597,0.35991073
PhoenixNewMediaLtd_20110421_F-1_EX-10.17_6958322_EX-10.17_Content License Agreement,0.4283099,0.42565125,0.23704205,0.42051464,0.34829956,0.30269313,0.50226235,0.47641703,0.30773106,0.41276723,0.49810424,0.39009476,0.49396226,0.34504235,0.35747325,0.45434076,0.60212004,0.45422333,0.43425268,0.3325839,0.36967957,0.3821203,0.43287516,0.42870942,0.38732052
PhotronicsInc_20171219_10-QA_EX-10.28_10982650_EX-10.28_Outsourcing Agreement,0.40500575,0.42921287,0.24506938,0.42009553,0.37051973,0.38998687,0.3998589,0.3884257,0.3912208,0.3891155,0.39433873,0.36857682,0.4197536,0.3574765,0.315333,0.49480188,0.45001417,0.5219029,0.4013034,0.32075632,0.35681385,0.37961453,0.46663123,0.32852805,0.35502207
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,0.43834156,0.40361327,0.24005994,0.38955772,0.28993648,0.34638888,0.42759046,0.46100906,0.39050347,0.40912116,0.5345148,0.45962012,0.52321625,0.37085426,0.39800793,0.4397499,0.3873218,0.44220692,0.3557861,0.36661893,0.49831066,0.30815414,0.50126344,0.42569625,0.4664111
PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2,0.37376097,0.467583,0.024776805,0.39196026,0.27657664,0.3357678,0.35817313,0.33766264,0.40899628,0.42884332,0.2168124,0.33240038,0.2066453,0.24193537,0.27444613,0.43137795,0.3501246,0.41542503,0.38903755,0.24816161,0.39532736,0.38064185,0.40825292,0.30988717,0.39777035
PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,0.43689173,0.38803452,0.26082024,0.56535757,0.41531187,0.4925317,0.4745522,0.42361146,0.5351827,0.44697812,0.5100816,0.4511592,0.52349615,0.41129035,0.35422096,0.40739948,0.24321225,0.43116295,0.4128165,0.33302948,0.43303204,0.29604587,0.51748455,0.47727296,0.41005433
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,0.35310054,0.388201,0.14776687,0.5053557,0.29239935,0.45549053,0.4643073,0.45941305,0.42828608,0.46019977,0.36872113,0.40760756,0.4161533,0.37833136,0.4959286,0.36833653,0.32341078,0.4812992,0.44954783,0.35271454,0.40468222,0.35690707,0.5641891,0.3790986,0.44112316
PrudentialBancorpInc_20170606_8-K_EX-10.4_10474434_EX-10.4_Endorsement Agreement,0.2618236,0.21669039,0.18431056,0.30355382,0.1304457,0.3112432,0.34923494,0.35181046,0.24803388,0.25766617,0.50913143,0.28515205,0.36891216,0.39678943,0.38165724,0.2696527,0.19244464,0.39257443,0.3002699,0.4195146,0.32043308,0.18615355,0.4021152,0.49146023,0.1688559
QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT,0.27873576,0.17916642,0.12860256,0.29155308,0.122534394,0.20134906,0.29792583,0.3358332,0.265632,0.35406822,0.26098692,0.30006778,0.29446793,0.2300182,0.20757481,0.2862085,0.2642185,0.37598416,0.2670145,0.18360445,0.23973152,0.21803734,0.29639515,0.18920875,0.2654147
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT,0.3430556,0.29111078,0.27084553,0.37848574,0.35844564,0.3708856,0.45283276,0.45507354,0.3685876,0.36057872,0.497813,0.3524896,0.45658043,0.37835383,0.30165198,0.39326328,0.3434773,0.5533898,0.41061684,0.37978223,0.39583868,0.41578978,0.405531,0.38130498,0.3978958
Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT,0.40965462,0.4189887,0.1525132,0.3919375,0.2863423,0.39649713,0.43305433,0.4248203,0.41183752,0.3520919,0.35027325,0.34810585,0.40304247,0.3785957,0.27060482,0.28914827,0.33512887,0.42526454,0.47899383,0.26748246,0.36436927,0.31415182,0.36768407,0.33589917,0.41268855
QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,0.43397093,0.37221467,0.26402324,0.44149578,0.38761684,0.2839428,0.47163522,0.54470086,0.38730854,0.3912496,0.6425664,0.37878856,0.5313433,0.39877254,0.34039295,0.40902376,0.34477627,0.5055142,0.32509184,0.42549866,0.41288644,0.38221392,0.48484877,0.5024121,0.390867
REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT,0.5000551,0.57641006,0.16747764,0.6438546,0.2813861,0.40779585,0.52514267,0.45508736,0.4915502,0.50145465,0.4593209,0.46986726,0.43743968,0.37396866,0.3124599,0.5535562,0.49189278,0.5307698,0.52289885,0.3836663,0.37139696,0.42811385,0.4289958,0.40889257,0.41311985
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,0.34360436,0.37667072,0.24030103,0.42423755,0.41715467,0.34212172,0.4747126,0.40969002,0.35006556,0.49218655,0.5840372,0.43889326,0.5287575,0.37902474,0.3959393,0.38021094,0.26850805,0.5149313,0.4555132,0.3324774,0.37260067,0.39128715,0.4440337,0.5213327,0.34147826
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT,0.32259548,0.33695412,0.21039958,0.34961838,0.19743429,0.27139208,0.43918023,0.30422282,0.24696536,0.34752834,0.376295,0.31862432,0.41804782,0.19003096,0.29150927,0.27926195,0.40752363,0.3879531,0.23324463,0.4224496,0.33444595,0.34326607,0.33158404,0.31485885,0.33248848
RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT,0.28472954,0.21293265,0.20115067,0.3800444,0.18754989,0.2912703,0.36153883,0.35757935,0.21300027,0.5251243,0.49547064,0.30386296,0.38075334,0.41146302,0.31307167,0.32033837,0.1970776,0.57052714,0.38123786,0.28308398,0.24424839,0.24723186,0.31909043,0.35220665,0.18832515
"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",0.41206515,0.4367705,0.17322412,0.529354,0.29417604,0.43174472,0.46190712,0.4601044,0.5023774,0.43143868,0.40115255,0.42375243,0.41530538,0.521328,0.32506877,0.4490686,0.31075308,0.48412603,0.54099345,0.28416297,0.44114232,0.3880292,0.48635966,0.42169815,0.48126477
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,0.30581522,0.35335815,0.23157185,0.42354187,0.2368668,0.229467,0.29559237,0.36153764,0.3735488,0.2830063,0.32762608,0.37979257,0.3826458,0.36526886,0.4102681,0.3771742,0.34347856,0.267812,0.43731982,0.23961255,0.42696005,0.26230386,0.34218657,0.36362326,0.37873185
RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,0.5713954,0.45773932,0.21512845,0.4771227,0.31257117,0.35325718,0.3719399,0.4201615,0.53179926,0.46065587,0.52034086,0.4668131,0.5366845,0.45453468,0.36220032,0.49637613,0.44519407,0.50844157,0.3956575,0.24349466,0.43278754,0.3363821,0.5672382,0.3843365,0.40806392
RandWorldwideInc_20010402_8-KA_EX-10.2_2102464_EX-10.2_Co-Branding Agreement,0.366075,0.4048324,0.26114142,0.41431174,0.26363552,0.33750957,0.3752128,0.35283604,0.41696614,0.47658074,0.6151433,0.39633834,0.5353781,0.47520587,0.42661756,0.43407857,0.33021322,0.47219372,0.40266788,0.30189848,0.3916093,0.3361401,0.6577863,0.45995104,0.3314846
RangeResourcesLouisianaInc_20150417_8-K_EX-10.5_9045501_EX-10.5_Transportation Agreement,0.3187432,0.31859148,0.34417406,0.4142096,0.22188194,0.39852095,0.47842634,0.424277,0.35248372,0.4572205,0.65962315,0.33803296,0.57818574,0.42814457,0.38866034,0.36759084,0.3036701,0.5173492,0.380696,0.51363933,0.3868106,0.27974707,0.4637761,0.5279572,0.28951043
RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,0.43480366,0.5090986,0.218851,0.42149505,0.26703766,0.40188992,0.45059407,0.4089321,0.40948355,0.40488598,0.49444,0.42341328,0.50530094,0.5166018,0.3452558,0.49897245,0.44640926,0.5466474,0.5141716,0.3135991,0.3847444,0.31606764,0.3802604,0.36424977,0.37487546
ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement,0.3815376,0.47656322,0.18398266,0.6085093,0.4181254,0.4683907,0.48325434,0.41716745,0.45745942,0.5064539,0.39648384,0.42127013,0.4479253,0.47949746,0.39462867,0.5305284,0.28472984,0.53960323,0.5363804,0.379483,0.4401512,0.43527156,0.43768328,0.40714467,0.4469216
"Reinsurance Group of America, Incorporated - A_R REMARKETING AGREEMENT",0.3607621,0.27359414,0.2665103,0.45879087,0.31464222,0.35545862,0.4021563,0.41727045,0.37928748,0.34324515,0.50619394,0.30375504,0.43474185,0.41004333,0.4098848,0.33748555,0.20680147,0.46136516,0.3282534,0.4077316,0.40000018,0.27752328,0.47104836,0.44846144,0.4031353
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,0.5215075,0.46069092,0.16973698,0.5397301,0.2852188,0.40644437,0.42703906,0.4691496,0.46952802,0.42027125,0.4058511,0.43981695,0.41606182,0.56073666,0.28082097,0.60551894,0.438381,0.46903425,0.43063945,0.26021102,0.36771184,0.35632765,0.45374262,0.35373884,0.39845204
RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,0.38785195,0.44304788,0.18592486,0.54706657,0.37637806,0.4260617,0.41108847,0.40512753,0.49971917,0.42981437,0.5037655,0.6757617,0.5056674,0.5124221,0.43588096,0.42350924,0.26298606,0.5106131,0.46203244,0.3584416,0.4179632,0.38383818,0.5109703,0.43367383,0.36567545
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,0.48716295,0.45980388,0.23823689,0.5209006,0.38635403,0.48097092,0.49284685,0.49853075,0.46249866,0.43768746,0.5398613,0.447745,0.5034845,0.56385946,0.43021592,0.50126344,0.34269875,0.5425737,0.45574293,0.43322548,0.44255483,0.35977334,0.54300094,0.49599987,0.45033056
ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,0.41604164,0.3487809,0.31424695,0.4018677,0.30477497,0.30270606,0.41463205,0.49859405,0.36846554,0.35167086,0.5964602,0.3877875,0.50504166,0.49284708,0.43142802,0.39352787,0.3686408,0.5210488,0.38102913,0.36428213,0.37780446,0.2630182,0.4630651,0.57963383,0.46690756
RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,0.21481368,0.20467833,0.21410802,0.2691386,0.10913624,0.2955054,0.2696125,0.2563583,0.22916943,0.3107162,0.2621684,0.22633332,0.28570506,0.29813206,0.18231583,0.15862224,0.2316505,0.25267604,0.25675386,0.26935062,0.35912058,0.33177167,0.33845913,0.18004927,0.23319224
RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement,0.41250807,0.34712863,0.29848456,0.36910492,0.521093,0.37621915,0.41733113,0.3881628,0.3679446,0.4241773,0.6219114,0.37988463,0.59259665,0.501081,0.4331629,0.36294037,0.34201232,0.5179922,0.40365884,0.377074,0.37053433,0.3468475,0.43238443,0.49796468,0.34760326
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,0.41483957,0.27637142,0.19427064,0.38924518,0.37570465,0.36166427,0.4288393,0.4587906,0.35689843,0.4111293,0.4920743,0.25918433,0.4434924,0.35618877,0.36444098,0.3471252,0.26646802,0.4555384,0.34312552,0.43871945,0.35728678,0.31650704,0.3878523,0.44581074,0.46613067
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT,0.3466851,0.34139338,0.2958584,0.40950218,0.38085422,0.36570475,0.39305604,0.42997906,0.36147466,0.40491277,0.6726961,0.35640478,0.56053966,0.5111281,0.41634798,0.4148213,0.26895034,0.5655331,0.37849963,0.45470738,0.36106113,0.31215286,0.47283286,0.5905418,0.43193287
SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT,0.35274512,0.45369244,0.2122408,0.46968406,0.32356626,0.4192708,0.43003884,0.4351629,0.3975492,0.4299811,0.4080256,0.48893446,0.40069827,0.3932304,0.3523373,0.4045512,0.24238342,0.5017895,0.45796797,0.32868242,0.36905852,0.31794626,0.55708504,0.37631947,0.27824196
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,0.28558558,0.25889087,0.24227995,0.33245736,0.20859729,0.32678318,0.39772972,0.3982048,0.31181747,0.26740468,0.432204,0.39490193,0.45475006,0.32467708,0.37393034,0.31052184,0.20067662,0.41722167,0.29301512,0.31933254,0.37102538,0.25443977,0.4455143,0.34080684,0.3691425
SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,0.35912567,0.32521668,0.28956702,0.3989862,0.36045915,0.30240488,0.47757596,0.4410672,0.29255804,0.44329587,0.5879367,0.39431524,0.55198854,0.4011562,0.33939764,0.43719,0.47497582,0.55370784,0.39908865,0.41393602,0.3877074,0.35489216,0.43849486,0.40455818,0.37451816
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,0.34564668,0.32282358,0.21054736,0.48209584,0.3048031,0.3835014,0.4498284,0.3419091,0.41047198,0.4026509,0.5044972,0.32333684,0.43121895,0.35827678,0.42588907,0.3321882,0.29070374,0.46481508,0.3567088,0.41893733,0.37296697,0.2724097,0.4737537,0.41909462,0.36373484
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,0.43801674,0.4232365,0.22053005,0.49091887,0.37878352,0.35767674,0.48613906,0.506991,0.37492964,0.51472604,0.5496639,0.3680566,0.5306853,0.5356537,0.47359097,0.4661134,0.43972316,0.54624075,0.47711146,0.4164079,0.36964515,0.32758135,0.49813807,0.5057414,0.4428423
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",0.32407653,0.3621465,0.35704386,0.43902853,0.28324836,0.3547474,0.4685284,0.3977692,0.39991993,0.5069606,0.65826523,0.41226172,0.5938858,0.3790169,0.39311463,0.3619766,0.23855224,0.44666243,0.4170032,0.41097277,0.4032295,0.36560288,0.42044514,0.53704643,0.37144566
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,0.3548233,0.24553344,0.17928347,0.3826667,0.25952777,0.310557,0.4354471,0.37863344,0.37389383,0.40923446,0.5695406,0.32824445,0.48120895,0.41774052,0.33102763,0.32258892,0.21861121,0.52209795,0.32298088,0.4307428,0.36889705,0.2636459,0.45304975,0.53222907,0.425454
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,0.29505935,0.26796407,0.29668862,0.35345995,0.33902624,0.42857587,0.39534616,0.23287484,0.29996043,0.43661377,0.5390804,0.3000335,0.5292956,0.273516,0.5199954,0.34698594,0.31998438,0.3977518,0.30937535,0.4448303,0.36290473,0.28293586,0.42606276,0.4319833,0.36521116
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,0.34370244,0.2905548,0.28241545,0.377737,0.37186003,0.39524814,0.35361248,0.27368692,0.29576164,0.46582693,0.44289106,0.32587618,0.4275452,0.3522435,0.39913842,0.31076837,0.31957722,0.44548476,0.3796345,0.4086942,0.37746096,0.28286368,0.4093659,0.3232769,0.31501153
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",0.33674926,0.393566,0.23708515,0.3307311,0.25160125,0.25724465,0.40021023,0.37264252,0.3571366,0.35985592,0.5832306,0.36155015,0.5157846,0.2630387,0.32175165,0.26533246,0.30417567,0.40571976,0.34001657,0.38807285,0.4410379,0.2603177,0.3986071,0.46818542,0.25434726
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT,0.3808871,0.38896465,0.21430358,0.602533,0.25948918,0.36188588,0.42798996,0.44255692,0.3999082,0.40698764,0.45636076,0.43354923,0.37690896,0.4163088,0.5075063,0.39565158,0.31649452,0.4595599,0.4082437,0.38207138,0.36820924,0.2920195,0.5459231,0.49214607,0.4098121
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,0.36922026,0.29776156,0.13523686,0.41073164,0.30995134,0.35662052,0.44799545,0.3710639,0.31291562,0.43100995,0.4689347,0.34858233,0.4715615,0.30778205,0.42393884,0.29166394,0.29768896,0.44563538,0.42428982,0.40040395,0.33868486,0.38555124,0.49515152,0.4384721,0.36684716
SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT,0.3083482,0.30915463,0.26176512,0.34708437,0.232482,0.324373,0.4220118,0.35855478,0.30579373,0.41854948,0.5727544,0.29767847,0.50117856,0.278095,0.32574016,0.2797765,0.22827472,0.42551142,0.3124637,0.39763173,0.33826977,0.31680906,0.4141364,0.51415086,0.35816675
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT",0.40264535,0.3527284,0.28281233,0.40489018,0.31419748,0.32372344,0.46021396,0.4328094,0.30391353,0.47993508,0.6225827,0.39085084,0.5669927,0.46845812,0.5715348,0.35712695,0.38678622,0.52019596,0.4505425,0.46064347,0.35414505,0.32421443,0.50608253,0.5250122,0.29771936
"SPIENERGYCO,LTD_07_10_2014-EX-10-Cooperation Agreement of 50MWp Photovoltaic Grid-connected Power Generation Project in Yangqiao of~1",0.23699664,0.16277298,0.08072443,0.27125567,0.2007722,0.20783085,0.32331038,0.19340694,0.20840521,0.2321716,0.2406772,0.22104636,0.25833648,0.22452673,0.14905135,0.22768109,0.26176155,0.34957284,0.32853717,0.089899495,0.13984531,0.22103174,0.26068538,0.20724727,0.21422134
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",0.415685,0.38724816,0.120733686,0.4722196,0.21989068,0.39763725,0.4821641,0.49058038,0.41666353,0.522015,0.51196355,0.38652888,0.4725403,0.45826632,0.39725256,0.41646197,0.30104816,0.5483278,0.43299684,0.3839358,0.3761697,0.32982492,0.4494124,0.47953534,0.38292116
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,0.3974092,0.44234392,0.21106951,0.45023108,0.26098353,0.28059638,0.35881227,0.43647465,0.50906736,0.43337697,0.40284407,0.37411714,0.34135044,0.42285222,0.39909914,0.54079986,0.33490363,0.4256663,0.45926046,0.27064276,0.3989064,0.20804702,0.4110415,0.40821797,0.41749975
"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT",0.14267401,0.24871327,0.29646006,0.32178766,0.07857805,0.18153301,0.24313504,0.22441842,0.21884781,0.36775017,0.3321821,0.28670973,0.3402253,0.13413535,0.24648218,0.20311245,0.21202445,0.24270907,0.2539994,0.29627258,0.27241707,0.15562943,0.28862232,0.12500937,0.1300478
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,0.34001106,0.4052207,0.31180507,0.35068494,0.3652984,0.33117026,0.42874426,0.46539068,0.46099025,0.391487,0.52560735,0.47160435,0.5193089,0.35296947,0.45819286,0.3658801,0.30477935,0.41586223,0.37884414,0.33807206,0.639139,0.2839358,0.50564784,0.48406237,0.37005737
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT,0.34439263,0.31346804,0.20809478,0.24178943,0.2624393,0.23929584,0.3561778,0.31712672,0.30761668,0.28244174,0.3272981,0.31173605,0.35160974,0.10682084,0.17163572,0.23335005,0.35336077,0.341835,0.27435082,0.16799736,0.20777139,0.24701071,0.39438653,0.22008723,0.22858945
